"","Bacteroides_thetaiotaomicron","Faecalibacterium_prausnitzii","Bacteroides_fragilis","Fusicatenibacter_saccharivorans","Dorea_longicatena","Intestinimonas_butyriciproducens","Anaerostipes_hadrus","Collinsella_aerofaciens","Blautia_obeum","_Clostridium__scindens","Alistipes_finegoldii","Dielma_fastidiosa","Eubacterium_ramulus","Clostridium_paraputrificum","Bifidobacterium_bifidum","Bifidobacterium_breve","Bifidobacterium_animalis","Lactobacillus_acidophilus","Lactobacillus_gasseri"
"sub_9002000001244042LL",0.00449,1.41266,0.00073,2.80319,0.00372,0.0484,12.48312,8.05242,0.41672,0.22699,0,0.0026,1.15129,0,0,0,0,0,0
"sub_9002000001244089LL",0.01221,9.3054,0,11.17967,7.96209,0,2.04516,14.30041,4.43521,0,0,0,1.79355,0,0,0,0,0,0
"sub_9002000001244294LL",0,4.94207,0.03303,0.06323,1.32016,0,0.64768,9.86852,0.84335,0,0.441,0,0.31906,0,0,0,0.04862,0,0
"sub_9002000001244632LL",0,8.977,0.00353,4.76081,1.5419,0,7.42996,0.08001,2.36626,0,0.00256,0,0.26098,0,0,0,2.82303,0,0
"sub_9002000001244712LL",0.23553,2.76156,0.08402,0.30228,1.28443,0.03147,4.30053,7.52664,2.78425,0,0.14052,0,0,0,0,0,0,0,0
"sub_9002000001244866LL",0,0.07209,0,0.01406,0.00058,0.06282,0.03097,0.0112,0.00074,0.45098,0,0,0,0,0,0.02257,0,0,0
"sub_9002000001245890LL",0.03127,3.39287,0,1.69099,4.91049,0,0.40175,7.90056,1.05131,0,0.03809,0,0.091,0,0,0,0,0,0
"sub_9002000001246252LL",0,12.06781,0.02584,8.30687,5.09111,0,7.28434,9.54248,4.44923,0,0.00922,0,0.84054,0,0,0,0,0,0
"sub_9002000001247124LL",0.2764,0.37148,0,0.95434,1.59076,0,6.39893,6.17616,0.27615,0,0.10003,0,0,0,0,0,0.18758,0,0
"sub_9002000001247760LL",0,22.80956,0,11.92873,5.2203,0,1.14916,5.89676,3.56523,0,0,0,0.16017,0,0,0,0,0,0
"sub_9002000001248426LL",0,6.53248,0,4.43848,7.46183,0,0.50093,7.28202,0.34346,0,0.01805,0,0,0,0,0,0,0,0
"sub_9002000001248749LL",0.17173,13.88721,0,2.30301,4.97898,0,0.89148,8.95971,7.39517,0,0.14029,0,0.27439,0,0,0,0,0,0
"sub_9002000001248800LL",0.06556,8.65404,0,3.81673,1.76374,0,0.57918,10.78524,1.19781,0,0.00441,0,0.10776,0,3.96127,0,0,0.02928,0
"sub_9002000001249076LL",0.32466,10.6009,0,4.63118,2.96501,0.00022,2.48385,5.01665,1.17279,0,0.02151,0,0.19269,0,0,0,0,0,0
"sub_9002000001249639LL",1.94028,8.84835,0,6.58087,3.02557,0.07431,1.62446,1.66081,0.76086,0,0.32119,0,0.20744,0,0,0,0,0,0
"sub_9002000001250148LL",0.02128,6.8329,0,4.47639,4.20707,0,3.94854,6.10719,0.44703,0,0,0,0.56026,0,0,0,0,0,0
"sub_9002000001250317LL",0,1.64242,0,7.23443,6.81669,0,4.7685,14.16584,2.07091,0,0,0,0.45395,0,0,0,2.20149,0,0
"sub_9002000001250513LL",0.57653,2.30227,0.08518,5.06915,3.09999,0.00559,1.80238,3.71637,4.8528,0,0.12639,0,0,0,0,0,0,0,0
"sub_9002000001250738LL",0,10.34105,0,3.39357,4.90743,0,0.30641,12.29226,1.53173,0,0,0,0.35835,0,0,0.00633,0,0,0
"sub_9002000001251234LL",0,11.25745,0,7.26045,4.38781,0,3.187,4.18137,0.91656,0,0.05497,0,0.16011,0,0,0,0,0,0
"sub_9002000001251520LL",0.07491,1.65803,3.1966,5.00704,1.60784,0,1.15871,0.00771,0.93546,0,0.21995,0,0.20408,0,1.43876,0,0,0,0
"sub_9002000001251593LL",0.09567,14.41815,0,3.56228,5.3182,0.05622,5.20331,2.44599,0.96508,0,0.01905,0.00271,0.15991,0,0,0,0,0,0
"sub_9002000001252044LL",0.01189,2.60427,0,6.60336,2.98889,0,2.17482,5.36148,0.40242,0,0.01468,0,0.03847,0,1.00492,0,1.09837,0,0
"sub_9002000001253168LL",0,1.64033,0,0.32866,0.99096,0,1.09577,5.3204,0.64118,0,0.10621,0,0.01955,0,2.93638,0,0,0,0
"sub_9002000001253462LL",0,0.78892,0,5.40311,3.51038,0,8.22006,7.37689,1.38503,0,0,0,0,0,0,0,0,0,0
"sub_9002000001254174LL",0.23284,11.69698,0,7.11145,1.75549,0.00962,3.31839,2.54251,1.68061,0,0.03008,0,0.13533,0,0,0,0,0,0
"sub_9002000001254835LL",0.01554,3.87141,0,6.81757,4.35502,0,0.27444,11.29636,3.88586,0,0.10946,0,0.03923,0.0029,0,0,0,0,0
"sub_9002000001255019LL",0.05778,2.70736,0.05186,3.78225,6.22423,0,3.56415,0.01313,0,0,0,0,0,0,8.01144,0,0,0,0
"sub_9002000001255529LL",0.5737,0.00373,0.08083,1.57321,0,0,0,0.00486,0,0,0,0.03583,0,0,0,0,0,0,0
"sub_9002000001256043LL",0.06908,3.2449,0,1.77257,1.58535,0,2.46739,4.07006,3.0145,0,0.23833,0.05862,0.35292,0,0,0,0,0,0
"sub_9002000001256080LL",0,4.28828,0,14.88048,7.26352,0,3.95926,0.02114,1.35161,0,0.03616,0,0,0,0,0,0,0,0
"sub_9002000001256105LL",0.02309,10.36125,0,3.12049,2.42902,0,5.4352,12.60231,1.74359,0,0,0,0.27738,0,0,0,0,0,0
"sub_9002000001256590LL",0.0094,5.36629,0,1.9091,3.58769,0.00362,0.12531,10.85901,0.6079,0,0.02538,0,0.01342,0,6.43992,0,0,0,0
"sub_9002000001257031LL",0,7.72551,0,4.52659,5.01415,0,1.176,14.97199,0.89481,0,0.00495,0,0.11738,0,0,0,3.2164,0,0
"sub_9002000001258647LL",0.00774,9.8618,0.106,2.39522,1.19087,0,2.7162,7.69926,0.50196,0,0.32684,0,0.07597,0,0,0,0,0,0
"sub_9002000001258923LL",0.05014,7.30733,0,2.41678,2.64155,0,0.30257,9.37241,1.29638,0,0.05652,0,0.7396,0,4.01577,0,0,0,0
"sub_9002000001259288LL",0.63192,10.02336,0,6.83211,9.91112,0,1.46054,10.66267,1.11133,0,0.02236,0,0.14623,0,0,0,0,0,0
"sub_9002000001259312LL",0.02314,3.29742,0,6.00999,4.20453,0.00845,0.95807,4.19628,0.49887,0,0.0556,0,0.32918,0,0,0,0,0,0
"sub_9002000001259671LL",0.56187,4.36832,0.78347,1.93024,1.40857,0,2.08328,4.17774,0.81592,0,4.08137,0,0.14224,0,10.71659,0,0,0.03064,0
"sub_9002000001260215LL",0,1.28425,0,0.30785,3.22986,0,2.64807,11.94074,0.48958,0,0.05018,0,0.03779,0,4.35052,0,0,0,0
"sub_9002000001260467LL",0,1.50272,0.68357,0.00112,0.00119,0.8975,3.12152,0.00368,0,0.02492,4.95757,0,0,0,3.48314,0.07398,0,0,0
"sub_9002000001260707LL",0.03052,7.74241,0.23395,1.8183,2.2731,0,5.8014,2.35716,1.34618,0,0.65324,0,0.01217,0,0,0,0,0,0
"sub_9002000001260888LL",0.03351,8.37159,0,5.80413,2.58075,0,2.28307,4.76656,0.74138,0,0.09963,0,0.07931,0,3.52916,0,0,0,0
"sub_9002000001261286LL",0.19714,3.23001,0,0.00781,5.45671,0,2.17019,7.9898,0.58068,0,0.79397,0,0.0169,0,0,0,0,0,0
"sub_9002000001261320LL",0.36417,5.8278,0,2.63644,5.50784,0,3.80729,3.42688,0.47418,0,0.11083,0,0.60441,0,0,0,0,0,0
"sub_9002000001261704LL",0,2.92926,0.53482,2.77845,1.95406,0,1.16832,2.5427,0.40832,0,0.26988,0,0.18053,0,0,0,0,0,0
"sub_9002000001262004LL",0,2.96328,0.2962,2.84841,0.57674,0,0.97249,5.27513,0.38887,0,0,0,0.03137,0,0,0,1.09384,1.29687,0
"sub_9002000001262158LL",0.1452,5.3312,0.17068,3.6033,3.56497,0,3.14618,5.49588,0.86219,0,0.06452,0,0.24925,0,0,0,1.19825,1.21733,0
"sub_9002000001262194LL",0.01113,2.57713,0.0167,6.62382,6.01472,0,2.54502,13.16984,1.97671,0,0.18292,0,0.16071,0,1.14374,0,5.47107,0,0
"sub_9002000001262229LL",0.00399,2.52972,0,2.57751,3.03066,0,0.93841,9.27433,1.15906,0,0.02339,0,0.0799,0,0.94256,0,0,0,0
"sub_9002000001262962LL",0.02384,2.04057,1.64447,1.35211,2.75306,0.01025,1.26555,1.11667,0.07379,0,0.57806,0,0.41319,0,0,0,0,0,0
"sub_9002000001263235LL",0.32469,2.45069,0.01259,0.47267,0.95513,0,1.28272,4.03895,0.09291,0,0.17081,0,0.00388,0,0,0,0,0,0
"sub_9002000001263816LL",0,2.6127,0,12.18001,4.61387,0,2.33041,18.13308,0.65855,0,0,0,0,0,0,0,0,0,0
"sub_9002000001264644LL",0,2.00018,0,2.31886,2.25289,0,6.23823,0.02735,0.05135,0.00085,0,0,0.55086,0,0,0,0,0,0
"sub_9002000001265220LL",0.04129,6.6546,0,2.48235,3.81046,0,2.32246,6.60526,0.24119,0,0.00026,0,0.14878,0,0,0,0,0,0
"sub_9002000001265472LL",0,20.19585,0,6.63972,2.05596,0,6.02291,11.31569,1.14923,0,0.14811,0,0.14268,0,0,0,0,0,0
"sub_9002000001265946LL",0.15177,0.62288,0.09803,13.39773,3.63301,0,25.45876,10.22388,0.37486,0,0.02551,0,0.44027,0,0,0,0,0,0
"sub_9002000001266077LL",0.00702,9.16914,0.0243,4.03508,5.60682,0,2.21053,6.34292,5.08775,0,0.60995,0,0.74177,0,0,0,0,0,0
"sub_9002000001266362LL",0.09906,6.66747,0,4.48684,1.90693,0,8.76733,3.75878,0.09144,0,0.0603,0,0.12617,0,0,0,0,0,0
"sub_9002000001266694LL",0.10614,12.63688,0.02484,11.1654,1.87881,0,3.74817,0.0467,0.96658,0,1.02537,0,0.2106,0,0,0,0,0,0
"sub_9002000001266890LL",0.00889,8.0492,0,3.76329,2.76703,0,0.93824,0.00393,1.2225,0,0.01883,0,0.30554,0,1.84163,0,0,0,0
"sub_9002000001267207LL",0,9.55048,0,0.47865,4.13665,0,1.50611,8.54789,0.95935,0,0.12325,0,0.03115,0,2.06084,0,0.04363,0,0
"sub_9002000001267477LL",0,0.90087,0,6.96821,2.37069,0,4.00814,8.33306,0,0,0.00548,0,0,0,5.72166,0,0,0,0
"sub_9002000001268151LL",0,10.29884,0,6.12717,2.71595,0,0.98737,8.95244,1.00515,0,0.2326,0,0.11186,0.0063,0,0,0,0,0
"sub_9002000001268330LL",0.56555,8.20752,0,1.7657,0,0.0902,4.63823,7.06533,5.42496,0,0.67913,0,0.52139,0,0,0,0,0,0
"sub_9002000001268812LL",0.15218,1.30811,0,1.29477,3.70121,0,1.03061,15.8779,1.14535,0,0.0973,0,0.04254,0,0,0,0,0,0
"sub_9002000001269112LL",0.1683,3.94728,0,0.07075,1.56585,0.00691,9.44315,15.95395,1.87658,0,0.16019,0,0.0158,0,0.00121,0,0,0,0
"sub_9002000001269702LL",2.79971,6.44749,0.34938,3.39879,0.36255,1.15854,6.8273,0.00495,0.53694,0.00142,0,0,0,0,0,0,0,0,0
"sub_9002000001269749LL",0.24058,10.3536,0.51902,3.107,5.14278,0,2.05447,5.66929,0.51431,0,0.01282,0,1.25431,0,0,0,0,0,0
"sub_9002000001270196LL",0,2.15409,0,4.97693,2.87202,0,4.74302,14.12104,1.16748,0,0.01268,0,0.10001,0,0,0,0,0,0
"sub_9002000001270534LL",0.41543,11.42179,0,5.77431,3.80641,0,7.09221,8.74068,1.76761,0,0.87346,0,0.49103,0,0,0,0,0,0
"sub_9002000001270580LL",0.11433,3.93273,0,7.88054,4.00328,0,8.25875,6.85433,1.05689,0,0.33507,0,0.26173,0,1.62668,0,0,0,0
"sub_9002000001271086LL",0.00446,4.92385,0,2.35299,3.94541,0,1.39974,2.88377,4.07312,0,0.07487,0,0.04394,0,0,0,0.00413,0.00649,0
"sub_9002000001271522LL",0.04577,3.03824,0,4.35159,1.84058,0,26.23961,8.17485,0.30947,0,0.00522,0,0.08322,0,0,0,0,0,0.05454
"sub_9002000001271540LL",0.10151,13.6971,0,4.1344,3.92958,0,1.0753,4.95867,2.50444,0,0.52562,0,0.74161,0,0,0,0,0,0
"sub_9002000001271970LL",0.09191,7.02047,0.00647,17.04017,3.35414,0,3.97353,0.02047,0,0,0.02807,0,0,0,0,0,0,0,0
"sub_9002000001272430LL",0.23254,11.74306,0,0,5.10251,0,0.11442,0.02143,0.10495,0,0.01756,0,0.55508,0,0,0,0,0,0
"sub_9002000001273035LL",0,5.56586,0,4.4817,5.39207,0,5.52637,7.32092,1.4576,0,1.87597,0,0.61561,0,0,0,1.84027,0,0
"sub_9002000001273483LL",0.0468,15.55613,0,10.05864,7.12102,0,14.07036,0.03081,1.13223,0,0,0,0.51609,0,0,0,0,0,0
"sub_9002000001273812LL",0.12328,15.85997,0,3.28787,4.30746,0,2.3442,7.38608,1.9762,0,0.00435,0,1.01002,0,0,0,0,0,0
"sub_9002000001273877LL",0,9.7487,0,5.31762,10.36386,0,4.97754,8.03089,2.07507,0,0,0,0.43317,0,0,0,0,0,0
"sub_9002000001273957LL",0,4.00846,0.2141,0.54697,0.06658,0,2.826,3.20475,7.49345,0,0.65301,0,0,0,0,0,0,0,0
"sub_9002000001274471LL",0.07814,2.11367,0,1.88061,0.30829,0,0.68898,11.80385,0.81562,0,0.03534,0,0.09109,0,2.84231,0,0,0,0
"sub_9002000001274506LL",0,6.12102,0,6.23524,2.10488,0,1.69851,4.16853,1.86356,0,0.01279,0,0.30378,0,0,0,0.02423,0,0
"sub_9002000001274847LL",0.07343,8.51308,0,7.5015,1.38132,0,1.32845,5.19241,3.08243,0,0,0,0.23609,0,5.913,0,0.00091,0,0
"sub_9002000001275049LL",0,7.89061,0,2.0777,1.98658,0,2.23325,0.00435,0,0,1.04883,0,0.14794,0,0,0,0,0,0
"sub_9002000001275441LL",0.51644,3.70638,0,3.32331,3.23721,0,1.27745,11.41443,0.72832,0,2.70672,0,0.34248,0,0,0,0,0,0
"sub_9002000001275760LL",0.00248,7.60003,0,2.41445,2.72199,0.00891,4.08685,5.8517,2.0445,0,0.60286,0,0.42343,0,0,0,0,0,0
"sub_9002000001276037LL",0,3.56242,0,1.61686,8.45897,0,2.03097,10.25088,1.90033,0,0.01505,0,0.14911,0,0,0,0,0,0
"sub_9002000001276538LL",0,8.44217,0,1.49699,5.25092,0.00211,1.14516,5.42278,0.08542,0,0.27301,0,0.58306,0,0,0,0,0,0
"sub_9002000001276556LL",0.89187,4.80102,0,2.70659,2.26319,0,3.39381,1.3532,0.38291,0,0.01016,0,0.21766,0,0.25774,0,0,0.09418,0
"sub_9002000001277188LL",0.00521,1.83971,0,3.30012,3.67313,0.04738,1.37139,14.22273,0.44872,0,0,0,0.31132,0.00887,0,0,0,0,0
"sub_9002000001277357LL",0.16647,5.6822,0,1.61824,2.01838,0.0025,0.15243,7.73416,1.22569,0,0.08655,0,0.12591,0.03157,0,0,0,0,0
"sub_9002000001277446LL",0.0126,0.12347,22.38052,0,0,0,0,0,16.33721,0.15732,1.12326,0,0,0,0,0,0,0,0
"sub_9002000001277992LL",1.12081,13.15389,0,5.26075,5.41697,0,1.93776,5.893,1.04814,0,0.10319,0,0.65613,0,0.01016,0,0,0,0
"sub_9002000001278158LL",0,6.89201,0,0.59185,3.44653,0,8.22483,8.81814,5.25322,0,0.21413,0,0.10981,0,0,0,0,0,1.53141
"sub_9002000001278443LL",0.01606,13.12804,0,11.70962,3.80926,0,5.17804,11.68682,2.34627,0,0.12534,0.01117,0.54994,0,0,0,0,0,0
"sub_9002000001278828LL",0.03993,5.09014,0.01147,0.76805,0,0,2.35634,22.5022,0.66799,0,0.00574,0,0,0,0,0,0,0,0
"sub_9002000001279253LL",0,3.45065,0,6.23756,2.40112,0,2.32365,10.68464,1.84745,0,0.01345,0,1.22975,0,6.7793,0,0,0,0
"sub_9002000001279843LL",0,11.80572,0,0.54845,6.19934,0,0.46396,11.51217,1.50007,0,0,0,0.35223,0,0,0,0.11477,0,0
"sub_9002000001280002LL",0.42975,9.94491,0.06632,6.72302,4.70441,0,3.78775,4.57,0.80944,0,1.37364,0,0.7941,0,0,0,0,0,0
"sub_9002000001280218LL",0.13683,7.86599,0,5.50094,3.75111,0,5.03609,6.01277,1.39158,0,0.00163,0,0.40885,0,0,0,0,0,0
"sub_9002000001280460LL",0.16518,8.22838,0.02091,0.22485,1.79847,0.03416,6.48994,6.93127,6.95079,0,0.09619,0,0.52676,0,0,0,0.69818,0.03403,0
"sub_9002000001280970LL",0,11.76273,0,4.5747,3.72444,0.00676,3.70355,8.65604,1.71903,0,0.14413,0,0.47606,0,0,0,0,0,0
"sub_9002000001281313LL",0.15287,6.22761,0.96385,4.05583,3.4968,0,0.61774,13.89073,0.74248,0,0.0106,0,0.04233,0,5.1574,0,0,0,0
"sub_9002000001281529LL",0,7.69776,0,3.18842,3.8052,0,0.95374,2.68017,3.46565,0,0,0,0,0,0,0,0,0,0
"sub_9002000001282052LL",0.06509,4.53726,0,5.30072,4.12022,0,3.00454,11.00433,1.2624,0,0.11973,0,0.573,0,0,0,0,0,0
"sub_9002000001282722LL",0,3.43516,0,3.27909,5.29636,0,0.9239,4.40472,0.79472,0,0,0,0.10472,0,0,0,0,0,0
"sub_9002000001282876LL",0,6.77359,0,6.79588,8.09453,0.00377,1.96611,9.08813,1.88091,0,0.00132,0,0.22424,0,1.52499,0,0.01857,0.22001,0
"sub_9002000001283292LL",0.16123,4.51651,0.60758,0.42653,1.56629,0.23063,4.50228,1.64304,1.23252,0,0.96314,0,0.09189,0,1.79608,0,0,0,0
"sub_9002000001283416LL",0.00928,7.57418,0,1.73282,1.38706,0.00503,0.46958,1.50194,0.1286,0,0.01036,0,0.10695,0,0,0,0,0,0
"sub_9002000001283701LL",0.02139,8.34498,0,8.08554,4.00412,0.00097,2.40456,0.01872,4.26412,0,0.23828,0,0.34427,0,0,0,0,0,0
"sub_9002000001283757LL",0,3.93779,0,7.13868,1.73777,0,1.99974,4.54746,5.39478,0,0.04917,0,0.97261,0,0,0,0.06542,0.20748,0
"sub_9002000001284235LL",0.06594,6.18133,0,3.36448,6.10766,0,0.8806,11.41527,1.49926,0,0,0,1.85959,0,3.18796,0,0,0,0
"sub_9002000001285134LL",0.11943,7.65606,0.1625,7.8451,8.38217,0,4.95516,9.9589,3.22251,0,0.11579,0,0.62454,0,0,0,0,0,0
"sub_9002000001285546LL",0.18915,4.73225,0.13874,3.27029,1.36505,0,0.12921,7.96654,0.44904,0,0.00591,0,0.00818,0,0,0,0,0,0.00171
"sub_9002000001285887LL",0,10.30506,0,6.52545,3.95727,0,2.18344,3.80149,0.23229,0,0.0062,0,0.15784,0,0,0,0,0,0
"sub_9002000001286534LL",0.16808,5.34326,0,2.32647,2.99881,0,0.45623,1.67302,1.32622,0,0.73928,0,0.64513,0,0,0,0,0,0
"sub_9002000001287012LL",0.03987,1.38222,0.25809,0.6848,0.03247,0,3.40246,7.17756,0.11087,0.00087,1.82336,0,0.10332,0,0,0,0,0,0.03337
"sub_9002000001287540LL",0.2628,0.85525,0.10005,1.07693,2.55468,0,1.52203,12.87372,0.79959,0,0.23705,0,0.05704,0,0,0,0.62928,0.34731,0
"sub_9002000001288118LL",0.33925,7.24734,0,9.19978,2.29672,0,8.05907,3.42205,4.57432,0,0.51798,0,0.63884,0,0,0,0.05629,0.01212,0
"sub_9002000001288940LL",0.09558,6.49104,0.47222,6.99993,2.06204,0.06089,5.61751,1.90817,1.5962,0,0.94025,0,0.40192,0,0,0,0,0,0
"sub_9002000001290401LL",0,7.06617,0,2.65496,10.4728,0,2.64338,2.45439,1.29654,0,0.00704,0,0.84913,0,0,0,1.95582,0,0
"sub_9002000001290653LL",0.19173,6.172,0.1229,3.83982,2.82344,0,0.63649,7.30384,0.91123,0,0.15201,0,0.11971,0,2.23802,0,0,0,0
"sub_9002000001291552LL",0.29159,12.66032,0.15068,4.5387,0.35028,0,1.27329,4.61315,1.76646,0,0.07114,0,0.18734,0,0,0,0,0,0
"sub_9002000001294330LL",0.18402,4.33749,1.06581,6.32708,2.11965,0.02408,1.67943,1.47035,0,0,0.5583,0,0.09901,0,0,0,0,0,0
"sub_9002000001294380LL",2.06395,7.86297,1.17655,22.24709,0.0283,0,0,6.61798,5.42471,0,2.9838,0,0.04124,0,0,0,0,0,0.0019
"sub_9002000001294410LL",0.20271,8.77462,0.31154,6.903,2.16966,0,5.77539,6.4281,2.90745,0,0.29707,0,0.29495,0,0,0,0,0,0
"sub_9002000001294750LL",0,14.56073,0.10706,12.8095,3.24431,0,22.24281,1.08277,3.26232,0,0.00166,0,0.46421,0,0.00025,0,0,0,0
"sub_9002000001295079LL",0,5.03315,0,1.56393,2.91155,0,0.3332,7.20274,1.50216,0,0.10993,0,0.05438,0,0,0,0,0,0
"sub_9002000001295598LL",0.04906,9.79065,0,4.64222,2.53129,0,0.7505,3.31375,1.6666,0,0,0,0.14152,0,0.61349,0,0,0,0
"sub_9002000001295785LL",0,6.09956,0,4.96929,5.30743,0,1.08002,8.03643,2.02357,0,0.69656,0,0.16818,0,0,0,0,0,0
"sub_9002000001296209LL",0.18432,4.13468,0,4.75781,2.68548,0.00798,3.93179,1.65635,0.6333,0,0.07665,0,0.13716,0,0,0,0,0,0
"sub_9002000001296441LL",0.49669,5.80715,0.11827,1.08464,1.29039,0,0.81632,5.20219,1.21746,0,0.08769,0,0.18323,0,4.5478,0,0,0,0
"sub_9002000001296521LL",0.00183,6.78956,0,1.07088,8.03636,0,4.47133,1.79311,6.21441,0,0.25661,0,0.31765,0,0,0,0,0,0
"sub_9002000001296684LL",0.03408,9.19862,0,0.07306,2.84917,0,1.92094,3.67326,0.8076,0,0.29013,0,0.28706,0,0,0,0,0,0
"sub_9002000001297529LL",0.03138,1.43548,0,2.69991,2.01656,0,4.72215,15.34914,6.53109,0,0,0,0.16291,0,1.99975,0,8.0718,0.08836,0
"sub_9002000001299354LL",0.03738,6.48464,0,8.4092,2.36629,0,2.87903,0.02525,1.17633,0,0,0,0.90705,0,0,0,0,0,0
"sub_9002000001299550LL",0.02386,7.80921,0,4.34906,2.38121,0,7.36225,6.01947,2.73001,0,0.00083,0,0.38154,0,1.71878,0,0,0,0
"sub_9002000001300277LL",0,6.22269,0,1.45903,4.46621,0,0.3172,9.74124,1.56632,0,0.04099,0,0.38626,0,0,0,0.05899,0.06989,0
"sub_9002000001300660LL",0.17535,4.54605,0,2.87022,1.89093,0,4.28874,1.36171,0.44337,0,1.50624,0,0.15061,0,0,0,0,0,0
"sub_9002000001300820LL",0.30761,9.00165,0,1.78324,4.39452,0,3.29458,5.7251,0.90746,0,0.02434,0,0.25153,0,0,0,0,0,0
"sub_9002000001301588LL",0.00462,2.36648,0,2.21181,5.59799,0.11898,1.34376,14.51575,1.37968,0,0.01719,0,0.57283,0,0,0,0.15358,0.00074,0
"sub_9002000001301926LL",0,1.75521,0,14.41052,0,0,0,0.00892,0,0,0,0,0,0,0,0,0,0,0
"sub_9002000001302217LL",0,0.60742,0,6.72946,0.20877,0,5.62803,0.04839,1.50706,0.0284,0.00246,0,0,0,0,0,0,0,0
"sub_9002000001302692LL",0.07696,5.7988,0,2.58964,7.88482,0,0.63779,4.89164,0.83631,0,0.04796,0,0.1671,0,0,0,0,0,0
"sub_9002000001302932LL",0.03956,4.47929,0.01362,4.26652,7.4132,0,7.45953,16.59157,13.59395,0,0.02371,0,0.39654,0,0,0,0.06954,0,0
"sub_9002000001303134LL",0,4.25256,0.37556,5.52995,1.21219,0,1.18076,1.95966,1.84113,0,0.55033,0,0.21638,0,1.718,0,0,0,0
"sub_9002000001303377LL",0,5.49185,0,11.08492,0.9976,0.11382,3.09834,0.00937,0.06375,0.0568,0,0.01046,0,0,0,0,0,0,0
"sub_9002000001303715LL",0.99595,4.95756,0,11.07614,4.68325,0.059,2.24246,0.00788,3.92224,0,0,0,0.18344,0,0,0,0,0,0
"sub_9002000001304015LL",0.1571,10.59686,0,3.93684,1.68664,0,0.36805,0,5.01921,0,1.11942,0,0,0,0,0,0,0,0
"sub_9002000001304042LL",0,0.72536,0,3.45235,1.71483,0,2.60921,7.63426,0.77782,0,0,0,0.00814,0,0,0,1.30957,0,0
"sub_9002000001304937LL",0.19335,9.34982,0,5.09922,3.34012,0,1.76051,6.0127,1.7052,0,0.07799,0,0.29372,0,0,0,0,0,0
"sub_9002000001305237LL",0.03166,12.67528,0,2.34123,4.13151,0,9.8353,13.37508,1.37863,0,0.4027,0,0.25404,0,0,0,0,0,0
"sub_9002000001305350LL",0.01003,5.91332,0,3.88152,0.67489,0,0.45417,5.24871,5.04847,0,0.00245,0,0.12035,0,0,0,0,0,0
"sub_9002000001307240LL",1.41135,11.76634,0,2.44502,3.19057,0.03998,4.6268,0.08512,0.4658,0,0,0,0,0,0,0,0.42895,0,0
"sub_9002000001307474LL",0,4.24208,0,8.94425,0,0,12.52636,7.15488,0.45602,0,0,0,0.64701,0,0,0,0,0,0
"sub_9002000001307820LL",0.60969,3.87349,1.87468,0.41196,5.79521,0,0.72347,9.51286,5.58264,0,0.63515,0,0.13477,0,0,0,0,0,0
"sub_9002000001308622LL",0.02213,4.31279,0,3.30991,5.34351,0,0.62081,17.93022,2.18746,0,0,0,0.13765,0,0,0,0,0,0
"sub_9002000001310371LL",0,18.10301,1.20867,5.36912,2.31335,0.0054,9.57653,0.02883,0.24655,0,0.48126,0,0.6984,0,0,12.08325,0,0,0
"sub_9002000001311252LL",0,3.56919,0,0,0,0,5.81978,0,9.48787,0,0.33148,0,0,0,0,0,0,0,0
"sub_9002000001312311LL",0.04933,2.3396,0.08968,3.80253,3.42505,0,2.41666,6.59928,0.72389,0,0.14651,0,0.11251,0,1.08247,0,0,0,0
"sub_9002000001315331LL",0,7.65782,0,0.6832,11.7167,0,0.07482,1.84579,0.14439,0,0.05183,0,0.54302,0,0.6114,0,0,0,0
"sub_9002000001316034LL",0,6.24576,0,0.77653,0.54981,0,0.5427,7.46788,0.44402,0,0,0,0.05919,0,5.17322,0,0,0,0
"sub_9002000001316393LL",0.05956,6.10742,0,1.89801,5.02227,0,0.09976,5.62456,8.19171,0,0,0,0.68845,0,8.3791,0,0,0,0.06404
"sub_9002000001317069LL",0,3.19899,0.09096,0.62027,4.60485,0.04296,9.05879,9.3736,6.29227,0,0.17701,0,0.12652,0,0,0,0,0,0
"sub_9002000001317659LL",0.00065,4.31367,0,1.54522,4.093,0,1.0867,10.85907,0.78151,0,0.02511,0,0.67118,0,0,0,0,0,0
"sub_9002000001318745LL",0,7.31812,0,3.21733,5.36765,0,0.38584,13.65704,2.71982,0,0,0,1.29428,0,0,0,0,0,0
"sub_9002000001318923LL",0.31979,11.64947,0,1.69748,1.47645,0,1.69945,2.56359,1.14013,0,0.12729,0,0.11198,0,0,0,0,0,0
"sub_9002000001319297LL",0.1421,11.56177,0,7.97641,0.94318,0,4.23692,0.00683,1.08965,0,0,0,0.00373,0,0,0.0154,0,0,0
"sub_9002000001320130LL",0,11.85382,0,2.78014,2.46421,0,0.14125,9.1888,0.51889,0,0.07585,0,0.01918,0,0.87574,0,0.30437,0.22413,0
"sub_9002000001321910LL",0,0.03676,0,7.64644,0.17954,0,0,6.05048,0.58625,0,0,0,0.11664,0,2.10895,0,1.53292,0,0
"sub_9002000001321947LL",0.06606,1.14759,0,0.49031,1.32116,0,4.72643,2.71341,0.01863,0,0.38126,0,0.0025,0,0,0,0,0,0
"sub_9002000001322390LL",0.01691,6.79258,0,2.62878,3.52563,0,3.74452,10.93429,1.11921,0,0.38876,0,0.59366,0,2.65406,0,0,0,0
