"","Bacteroides_thetaiotaomicron","Faecalibacterium_prausnitzii","Bacteroides_fragilis","Fusicatenibacter_saccharivorans","Dorea_longicatena","Intestinimonas_butyriciproducens","Anaerostipes_hadrus","Collinsella_aerofaciens","Blautia_obeum","_Clostridium__scindens","Alistipes_finegoldii","Dielma_fastidiosa","Eubacterium_ramulus","Clostridium_paraputrificum","Bifidobacterium_bifidum","Bifidobacterium_breve","Bifidobacterium_animalis","Lactobacillus_acidophilus","Lactobacillus_gasseri"
"IBD_189",16.85009,0,5.94573,0,0.21491,0,0.02239,0.01262,0,0.00157,0,0,0,0,0,0,0,0,0
"IBD_190",13.35501,0,4.16667,0,0.40644,0,0.0674,0.03546,0,0.00822,0,0,0,0,0,0,0,0,0
"IBD_191",3.38011,3.99246,0,0.03845,0.00125,0.16955,0.01589,0.00793,0.01144,0,0.07256,0,0,0,0,0,0,0.03093,0
"IBD_192",5.66427,3.7836,0,0.25749,0,0,0,0.02608,0,0,0.131,0,0,0,0,0,0,0,0
"IBD_193",0,0,0,0,0,0.05198,0,0,0.25696,0,0,0.0014,0,0,0,0,0,0,0
"IBD_194",0,0,0,0,0,0,0,0,0.13775,0,0,0.00112,0,0,0,0,0,0,0
"IBD_195",5.51058,6.97971,0.10765,0.04527,0.03207,0.0155,0,0.03973,0.0101,0,0,0,0,0,0,0,0,0,0
"IBD_196",9.97549,2.05069,0.05449,0.01634,0.0102,0.02279,0.00178,0.01514,0.00043,0,0,0,0,0,0,0,0,0,0
"IBD_197",8.24897,5.96318,0.11035,0.10225,0.04039,0.01871,0,0.06192,0.05055,0,0,0,0,0,0,0,0,0,0
"IBD_198",2.47213,4.34257,0.18382,0.06995,0.0172,0.00967,0,0.26973,0.18952,0,0,0,0,0,0,0,0,0,0
"IBD_199",0,0.86166,0,1.40025,0.33529,1.53958,0.63249,0.924,0,0,0.00532,0,0,0,0,0,0,0,0
"IBD_200",0,0.88984,0,1.70365,0.66491,1.17598,1.81614,1.13859,0,0.00196,0.00201,0,0,0,0,0,0,0,0
"IBD_201",0.02234,1.17233,0,0.22536,0.05983,0.68384,0.02332,0.0335,0,0,0,0,0,0,0,0,0,0,0
"IBD_202",0.03132,0.52476,0,0.11409,0.06264,0.07684,0.15659,0.00158,0,0,0.01034,0,0,0,0,0,0,0,0
"IBD_203",0,1.71424,0,0.48815,0.07044,0.00392,0.41409,0.03791,0,0,0,0.00716,0,0,0,0,0,0,0
"IBD_204",0,1.15802,0,0.16195,0.00205,0.39221,0,0.02461,0,0,0,0,0,0,0,0,0,0,0
"IBD_205",0,1.14889,0,0.49582,0.00341,0.04398,0.03151,0.15066,0,0,0,0,0,0,0,0,0,0,0
"IBD_206",0.58056,2.58313,0.65911,0.1272,0.22444,0.04368,0,0.00571,0.22261,0,0.89053,0.02516,0,0,0,0,0,0,0
"IBD_207",1.77918,4.39085,2.36048,2.67958,0.3395,0,0.25432,0.15652,1.75757,0,0.0528,0,0,0,0,0,0,0,0
"IBD_208",1.43827,10.30798,2.76018,0,0,0.02925,0.07876,0.06439,0.23368,0,0.22694,0,0,0,0,0,0,0,0
"IBD_209",0.64058,6.02025,1.21511,0.1146,0.07625,0.0269,0.26363,0.35902,0.65935,0,0.03267,0,0,0,0,0,0,0,0
"IBD_210",1.06875,4.15621,0.51496,0.24287,0.15817,0.02654,0.56219,0.14056,2.46158,0,0.0958,0,0.01415,0,0,0,0,0,0
"IBD_211",0.00891,12.06816,1.57906,0.13717,0.1139,0.03074,1.14566,0.0244,0.01231,0,1.33882,0.0408,0.00117,0,0,0,0,0,0
"IBD_212",0.04043,4.80839,0.18078,0.16625,0.36861,0.09966,0.3973,0.03559,0.31069,0,1.86068,0.10114,0.02596,0,0,0,0,0,0
"IBD_213",0.01734,5.53644,0.36054,0.00508,0.09699,0.1503,0.18432,0.03319,0.09843,0,2.09312,0.09013,0.02321,0,0,0,0.03115,0,0
"IBD_214",1.20306,3.07166,2.25794,2.74806,1.47211,0.1207,0.20458,0.06183,0.09727,0,2.90462,0.01832,0,0,0,0,0,0,0
"IBD_215",0.65757,2.30256,1.62338,0.08524,0.26796,0.02817,0.29319,0.04464,0,0,2.75829,0,0,0,0,0,0,0,0
"IBD_216",0,4.80019,9.30662,0.1715,0.08076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_217",0.01747,6.72296,28.81479,2.06187,0.04283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_218",0,6.49043,25.74194,1.13523,0.10295,0.06464,0,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_219",0,7.7567,35.23576,1.30019,0.02711,0.06609,0,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_220",0,4.82333,41.59444,2.25748,0.02148,0.18743,0,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_221",0,0,9.60416,0,2.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_222",0,0.22789,28.7782,0,0.71077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_223",0,0,17.10046,0,0.71252,0,0,0,0,0,0,0,0,0.04982,0,0,0,0,0
"IBD_224",6.55762,3.67754,0,0.16493,0.08013,0,0.0879,0,1.12053,0,0,0,0,0,0,0,0,0,0
"IBD_225",1.55622,0,0.35096,0,0,0.10325,0,0,0,0,0.57617,0,0.01189,0,0,0,0,0,0
"IBD_226",9.78961,6.6017,0,0.11622,0,0,0,0.07109,0.00422,0,0.22173,0,0,0,0,0,0,0,0
"IBD_227",3.30115,5.46535,0,0.13643,0.01233,0.05648,0.00801,0.04981,0.0121,0,0.17364,0,0,0,0,0,0,0,0
"IBD_228",0.01806,3.67899,0,0.78688,0.09404,0,1.82871,0.08229,0.48553,0,0.4552,0.00361,0.00816,0,0.03182,0,0,0,0
"IBD_229",0.32254,8.95533,0,0.22872,0.53195,0.02295,0.28022,0.04886,0.38369,0,1.30686,0.00218,0.01067,0,0.09909,0,0,0,0
"IBD_230",0.2649,10.15563,0,0.38123,0.18947,0.00601,0.3047,0.14247,0.25819,0,0.78475,0,0,0,0.02024,0,0,0,0
"IBD_231",1.77232,0,0,0.0923,0.49799,0.34782,0.30651,0.03385,0,0.01146,1.10082,0,0,0,0,0,0,0,0
"IBD_232",1.86101,0.75102,0.15877,0.00951,0.10083,0.17916,0.14612,0.05703,0,0,1.29513,0,0,0,0,0,0,0,0
"IBD_233",3.191,0.19354,0,0,0.08486,0.13108,0.10977,0,0,0,2.28949,0,0,0,0,0,0,0,0
"IBD_234",0,1.93551,0,0.16607,0.37865,0,0.65411,0.14479,0.06914,0,0,0,0,0,0,0,0,0,0
"IBD_235",0,1.03137,0,0.14872,0,1.63284,0,0.12446,0,0,0,0,0,0,0,0,0,0,0
"IBD_236",0,0,64.20193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_237",0,3.35446,0.17833,0.04194,0.01058,0.65365,0,0.06553,0.09076,0,0,0,0,0,0,0,0,0,0
"IBD_238",0,1.53139,0.53544,0.08448,0.03054,0.77422,0,0.05398,0.00941,0,0,0,0,0,0,0,0,0,0
"IBD_239",0,0,13.27438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_240",0,0,0,0,0,0.00081,0,0,0.02627,0,0,0,0,0,0,0,0,0,0
"IBD_241",0.19075,1.64569,0.01426,2.30403,0.79753,0.06025,0.6919,0.86252,0.76131,0,0,0,0,0,0,0,0,0,0
"IBD_242",0,0,0,0,0,0,0,0,0.14168,0,0,0,0,0,0,0,0,0,0
"IBD_243",0.10957,30.43395,0,0.47049,0.34414,0,3.89202,0,0.42714,0,0,0,0,0,0,0,0,0,0
"IBD_244",1.18045,7.40701,1.81086,0.60495,0.48069,0,4.8268,2.17396,5.4615,0,0.02499,0,0.01768,0,0.04932,0,0,0,0
"IBD_245",0,0.63988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_246",0,1.55674,0,0,0,0,0.01003,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_247",0,5.17836,0,0,0,0,0.07986,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_248",0,1.0632,0,0,0,0,0.03205,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_249",0,0.43353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_250",0,6.82303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_251",0.46129,3.3898,0,0,0.09099,0,0,0.01808,0.98348,0,0,0,0,0,0,0,0,0,0
"IBD_252",0.31125,13.00278,0,0.41557,0.23314,0,0.18228,0.04122,0.45131,0,0,0,0,0,0,0,0,0,0
"IBD_253",0.77062,4.43485,0,0.04122,0.02995,0,0.15585,0,0.20361,0,0,0,0,0,0,0,0,0,0
"IBD_254",0.60354,6.65035,0,0.31396,0.08923,0,0.98179,0.02123,0.80857,0,0,0,0,0,0,0,0,0,0
"IBD_255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00853,0.07987,0.13344,0.16503,0
"IBD_256",0,0.02817,0,0,0,0,0,0,0,0,0,0,0,0,0.09331,0.45188,0.978,0.68183,0
"IBD_257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01884,0.12577,0,0,0
"IBD_258",1.7733,0,0,2.49786,0.36106,1.04263,0,0,0.59741,0,0,0,0,0,0,0,0,0,0
"IBD_259",0.73664,0,0,3.73071,0.28787,0.4221,0,0,0.30467,0,0,0,0,0,0,0,0,0,0
"IBD_260",0.66633,0,0,4.00164,0.26773,0.86992,0,0,0.2788,0,0,0,0,0,0,0,0,0,0
"IBD_261",1.22026,0,0,4.31101,0.31559,0.78507,0,0,0.34308,0,0,0,0,0,0,0,0,0,0
"IBD_262",1.22924,0,0,1.51322,0.01753,0.2587,0,0,0.26515,0,0,0,0,0,0,0,0,0,0
"IBD_263",1.46648,1.23624,0,1.11356,0.04543,0.24202,0,0,0.29908,0,0,0,0,0,0,0,0,0,0
"IBD_264",1.97192,7.00154,0.1762,4.35885,0,0,0.89662,1.12363,0,0,4.84156,0,0,0,0,0,0,0,0
"IBD_265",11.67506,3.74358,0.02442,0.13873,0,0.03313,0.12905,0.29721,0.00933,0,0.14008,0,0,0,0,0,0,0,0
"IBD_266",9.41807,11.3011,0.06367,0.08062,0,0.19312,0.88744,0.2709,0.14349,0,2.58734,0,0,0,0,0,0,0,0
"IBD_267",6.30054,7.50491,0.0671,0,0,0,0,0,0,0,0.35482,0,0,0,0,0,0,0,0
"IBD_268",14.09036,4.56779,0.39525,0,0,0,0,0,0,0,0.44569,0,0,0,0,0,0,0,0
"IBD_269",1.39909,3.12091,0,0.01428,0,0.00586,0,0,0,0,0.20176,0,0,0,0,0,0,0,0
"IBD_270",1.16616,1.59283,0,0.05586,0,0.03395,0,0.0421,0.0036,0,0.48942,0,0,0,0,0,0,0,0
"IBD_271",0.34791,5.98268,0,1.42741,0,0,0,0.91665,0.01469,0,0.03143,0,0,0,0,0,0,0,0
"IBD_272",2.88721,2.20803,0.06081,0.19625,0,0.00243,0.04167,0.07155,0.01488,0,1.87059,0,0,0,0,0,0,0,0
"IBD_273",1.336,2.78556,0,0.07508,0,0.00321,0,0.07498,0.01356,0,0.10655,0,0,0,0,0,0,0,0
"IBD_274",1.12703,2.09343,0,0.2066,0,0.11342,0,0.11058,0.18033,0,0.24909,0,0,0,0,0,0,0,0
"IBD_275",3.90804,10.565,0.09308,0.07266,0,0.08208,0.00749,0.06706,0.00363,0,0,0,0,0,0,0,0,0,0
"IBD_276",8.56619,4.51836,0.23156,0.00116,0,0.01846,0,0,0.10034,0,0,0,0,0,0,0,0,0,0
"IBD_277",4.42817,2.20422,0.11533,0.05802,0.01459,0.06266,0,0.01093,0.00458,0,0,0,0,0,0,0,0,0,0
"IBD_278",5.4401,5.16572,0.06,0.06534,0,0.0253,0.0556,0.01708,0.00781,0,0,0,0,0,0,0,0,0,0
"IBD_279",8.63197,4.48101,0,0.07226,0.01387,0,0.0065,0.01482,0.00722,0,0.2311,0,0,0,0,0,0,0,0
"IBD_280",1.16741,15.50313,0,0.27365,0.06252,0.52123,0.16975,0.41472,0.14364,0,0.20525,0,0,0,0,0,0,0,0
"IBD_281",2.02995,7.55381,0,0.03321,0,0.03325,0,0.11308,0,0,0.05478,0,0,0,0,0,0,0,0
"IBD_282",0.8268,1.97373,2.16185,0.00958,0.0365,0.05218,0.01014,0,0,0,6.73936,0,0,0,0,0,0,0,0
"IBD_283",5.05045,2.63957,2.73822,0.02182,0.13432,0.00244,0.02814,0.01064,0,0,2.93846,0,0,0,0,0,0,0,0
"IBD_284",0,3.67581,36.66542,0.553,0.01968,0.10973,0.05892,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_285",2.49328,2.92049,1.04193,1.58219,1.23986,0.46204,5.89818,0,0.03147,0,0.14308,0,0,0,0,0,0,0,0
"IBD_286",0,0,12.36912,0,1.2839,0,1.27695,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_287",1.29938,7.62177,2.5555,0.25608,0.19439,0.05051,0.50692,0.26815,1.07614,0,0.1202,0,0.00459,0,0.01782,0,0,0,0
"IBD_288",0.91646,8.03465,1.14704,1.03862,0.18636,0.00225,0.48151,1.06783,3.6531,0,0.06978,0,0.04429,0,0.00868,0,0,0,0
"IBD_289",1.11043,11.48713,2.10441,0.51036,0.13806,0.09472,0.5184,0.51064,1.28565,0,0.06061,0,0.00715,0,0.00074,0,0,0,0
"IBD_290",1.87545,10.42587,3.89721,0.27754,0.06528,0.09152,0.11865,0.2641,0.78496,0,0.0941,0,0,0,0.02223,0,0,0,0
"IBD_291",0.55503,6.14202,0,0.14551,0.09764,0.01734,0.20036,0.05682,0.11188,0,0.91686,0,0,0,0,0,0,0,0
"IBD_292",0.18595,8.54907,0,0.44316,0,0.02363,0.18711,0.048,0.60791,0,2.22101,0,0,0,0.02572,0,0,0,0
"IBD_293",0.14121,19.12969,0,0.71462,0.59189,0.00371,0.33624,0.12999,0.39254,0,0.7398,0,0.00866,0,0.1083,0,0.01434,0,0
"IBD_294",0.48964,14.48002,0,0.31114,0.50358,0.04628,0.17861,0.05285,0.26273,0,1.47611,0,0,0,0.06507,0,0,0,0
"IBD_295",4.71093,0,0,0,0.02743,0.09863,0,0,0,0,3.591,0,0,0,0,0,0,0,0
"IBD_296",2.373,0.14996,0,0,0,0.0245,0,0.00448,0,0,1.06494,0,0,0,0,0,0,0,0
"IBD_297",0,2.44584,0.34734,0,0.01007,0.0161,0.02834,0,0.01342,0,0,0,0,0,0,0,0,0,0
"IBD_298",0,4.39393,11.68373,0,0.11965,0,0,0.26923,0,0,0,0,0,0,0,0,0,0,0
"IBD_299",0.0562,4.57411,1.4511,0.10135,0.0806,0.27349,0.00428,0.12127,0.03985,0,0.04641,0,0,0,0,0,0,0,0
"IBD_300",1.55688,8.22956,0,0.13237,0.06871,0.00871,0,0.00325,0,0,0,0,0,0,0,0,0,0,0
"IBD_301",5.19357,8.82226,0,0.13651,0,0,0.15063,0,0.0679,0,0,0,0,0,0,0,0,0,0
"IBD_302",1.14476,6.53747,0,0.29303,0.10899,0,0.35911,0.04145,0.58279,0,0.00569,0,0,0,0,0,0,0,0
"IBD_303",2.73234,17.35623,0,0.03752,0.06458,0,0.62128,0.05469,0.14788,0,0,0,0,0,0,0,0,0,0
"IBD_304",0,0.12319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01718,0,0,0
"IBD_305",0,0.46837,0,0,0,0.00136,0,0,0,0,0,0,0,0,0,0.00847,0,0,0
"IBD_306",0,0.52679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19476,0,0,0
"IBD_307",0,1.63474,0,0,0,0.05962,0,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_308",0,0.40462,0,0,0,0.02183,0,0,0,0,0,0,0,0,0,0.20913,0,0,0
"IBD_309",3.69984,3.61922,0,0.14075,0.11962,0.01774,0.05343,0.09393,0.06506,0,15.89273,0.26454,0,0,0,0,0,0,0
"IBD_310",2.5554,5.27195,0,0.11114,0.09589,0.00287,0.04669,0.06622,0,0,5.54958,0,0,0,0,0,0,0,0
"IBD_311",4.17565,3.5078,0,0.21575,0.07125,0.00581,0.0037,0,0.00679,0,4.92983,0.01657,0,0,0,0,0,0,0
"IBD_312",1.38087,2.29614,0,0.59616,0.03912,0.26314,0,0,0.13286,0,0,0,0,0,0,0,0,0,0
"IBD_313",2.7824,3.55328,0,2.42843,0.08511,0.60955,0,0,0.14046,0,0,0,0,0,0,0,0,0,0
"IBD_314",3.01211,1.65042,0,0.92452,0.07908,1.17199,0,0,0.0429,0,0,0,0,0,0,0,0,0,0
"IBD_315",2.44908,2.95191,0,4.22127,0.23376,0.11354,0,0,0.11085,0,0.02383,0,0,0,0,0,0,0,0
"IBD_316",2.99599,2.56525,0.02717,3.51699,0.26803,1.11512,0,0,0.08251,0,0,0,0,0,0,0,0,0,0
"IBD_317",5.50586,14.89067,0.70265,0,0,0,0,0.17985,0,0,0.08076,0,0,0,0,0,0,0,0
"IBD_318",10.9428,7.71431,0.64771,0.08588,0,0,0,0.07658,0,0,0.37502,0,0,0,0,0,0,0,0
"IBD_319",7.53745,5.10031,0.4283,0.12637,0,0,0,0.07325,0,0,0.44509,0,0,0,0,0,0,0,0
"IBD_320",3.53186,11.47086,0.36702,0.83398,0,0,0,0.26663,0,0,0,0,0,0,0,0,0,0,0
"IBD_321",0.01025,19.35195,0.00754,0.0301,0,0,0.68538,0,0,0,0,0.00705,0,0,0,0,0,0,0
"IBD_322",0,0,0,0,0,0,0,0,0,0,0,0,0,0.23493,0,0,0,0,0
"IBD_323",1.90279,8.98466,0,0.11434,0,0.04458,0,0,0.02697,0,0.27562,0,0,0,0,0,0,0,0
"IBD_324",2.63259,4.43106,0,0.10148,0,0,0,0.00152,0,0,0.19375,0,0,0,0,0,0,0,0
"IBD_325",1.48627,1.02969,0,0.11469,0,0,0.00561,0.14178,0.00582,0,0.12954,0,0,0,0,0,0,0,0
"IBD_326",1.78657,2.95529,0,0.19946,0,0.02048,0,0.0196,0.00548,0,0.5077,0,0,0,0,0,0,0,0
"IBD_327",1.28835,6.12098,0,0.02083,0,0.20432,0,0,0,0,0.96821,0,0,0,0,0,0,0,0
"IBD_328",4.29878,6.36149,0,0.3162,0.18774,0,0.66275,0.22343,0.01523,0,0,0,0,0,0,0,0,0,0
"IBD_329",3.40453,2.41441,0.05135,0.09326,0.04189,0.01133,0.00905,0.03432,0.0211,0,0,0,0,0,0,0,0,0,0
"IBD_330",12.14149,1.2661,0.05184,0.08142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_331",3.11556,2.46025,0.07366,0.77867,0.23378,0.00028,0.29131,0.15184,0.10182,0,0.00234,0,0.00241,0,0,0,0,0,0
"IBD_332",1.42238,9.49967,0,0.1325,0.08154,0,0.95728,0,0.01898,0,1.09716,0.09862,0,0,0,0,0,0,0
"IBD_333",0.37503,8.53846,0,1.07438,0.33773,0,0.23685,0,0.04811,0,0.29042,0,0,0,0,0,0.31646,0,0
"IBD_334",3.55192,6.35141,0,0.01618,0.09459,0,0.43994,0,0.0386,0,0,0.14801,0,0,0,0,0,0,0
"IBD_335",5.38791,7.96414,0,0.00622,0.03595,0,0.04681,0,0.02358,0,0,0.00098,0,0,0,0,0.02242,0,0
"IBD_336",0,2.38541,13.6526,0.41809,0.34993,0.95494,0.03695,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_337",0,12.23176,33.87176,1.15454,0.00563,0.63864,0.12989,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_338",0,0,8.87126,0,1.58278,0,7.23639,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_339",0,0,14.70242,0,0.58682,0,5.28475,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_340",0,0.04965,12.89112,0,0.67814,0,1.53643,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_341",0,0,11.55341,0,1.69696,0,2.47187,0,0,0,0,0,0,0,0.00525,0,0,0,0
"IBD_342",1.90992,1.4991,0.57479,0.05488,0.0373,0.00585,0,0.00116,0,0,5.75461,0,0,0,0,0,0,0,0
"IBD_343",1.85544,3.97677,1.55065,0.03155,0.13499,0.06617,0.06287,0.03214,0.03613,0,2.80862,0,0,0,0,0,0,0,0
"IBD_344",4.10292,0,0,0,0.01811,0,0.00446,0,0,0,0.5896,0,0,0,0,0,0,0,0
"IBD_345",3.84489,0,0,0.01906,0.08006,0.2935,0.02204,0.02504,0,0,2.3987,0,0,0,0,0,0,0,0
"IBD_346",5.18258,0,0,0.01677,0.03305,0.48351,0.00936,0.01175,0,0,6.77983,0,0,0,0,0,0,0,0
"IBD_347",0,5.69785,0,0,0.15217,0,0,0.95321,0.33298,0,0,0,0,0,0,0,0,0,0
"IBD_348",0.00428,25.15431,0,0,0.76344,0.00322,0.005,0.72769,0.25161,0,0,0,0,0,0.0229,0,0,0,0
"IBD_349",0.00648,23.75331,0.07353,0,1.75932,0,0.18735,1.05927,0.33837,0,0,0.0053,0,0,0.12076,0.02158,0,0,0
"IBD_350",0.04186,21.45143,0,0,1.92732,0,0.1292,0.85942,0.25208,0,0,0,0,0,0.08203,0,0,0,0
"IBD_351",3.33603,4.00167,0.01148,0.09932,0.00563,0.0241,0,0.00668,0.05111,0,11.93287,0.46864,0,0,0,0,0,0,0
"IBD_352",3.34825,4.17257,0,0.36461,0.21369,0.04459,0.11102,0.01847,0.0912,0,9.93507,0,0,0,0,0,0,0,0
"IBD_353",3.12646,1.12214,0.04461,0.02037,0.01268,0.00939,0.00255,0.32246,0.08759,0,18.24491,0.74095,0,0,0,0,0,0,0
"IBD_354",10.00687,1.44224,0,0.00761,0,0,0.05891,0,0,0,0.00551,0,0.17877,0,0,0,0,0,0
"IBD_355",3.88228,3.24761,0,0.05446,0,0,0.13749,0,0,0,0,0,0.07379,0,0,0,0,0,0
"IBD_356",7.98092,4.65999,0,0.10598,0,0,0.28895,0,0.01464,0,0,0,0.01806,0,0.12354,0,0.00267,0,0
"IBD_357",2.52767,3.50263,0,0,0.03055,0,0.08223,0,0,0,0,0.02906,0,0,0,0,0.05527,0.10409,0
"IBD_358",0.65801,7.87839,0,0.27667,0.13387,0,0.70297,0,0.0329,0,0.99241,0,0,0,0,0.01695,0.17137,0,0
"IBD_359",0,5.74987,25.12917,1.18021,0.10168,0.42796,0.39766,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_360",0.00234,15.12444,0,0,0.78261,0.01389,0.08206,0.90458,0.05319,0,0,0.00474,0,0,0.0133,0.00432,0,0,0
"IBD_361",0.60578,3.01686,0,0.3859,0.05055,0,0.17966,0.08601,0,0,0,0,0,0,0,0,0,0,0
"IBD_362",0.76878,3.01658,0,0.71015,0.46152,0,0.19922,0.12139,0.0228,0,0,0,0,0,0,0,0,0,0
"IBD_363",2.7529,1.6711,0,0.03663,0.01305,0.00241,0.02727,0.00215,0,0,12.69854,0,0,0,0,0,0,0,0
"IBD_364",4.64227,1.53568,0,0.06292,0.07497,0.00206,0.0174,0.00248,0.00687,0,12.28454,0,0,0,0,0,0,0,0
"IBD_365",4.01521,2.11024,0,0.07028,0.02337,0,0.01103,0.01617,0,0,6.11911,0,0,0,0,0,0,0,0
"IBD_366",2.2681,5.06117,0,0.19034,0,0,1.17477,0.00115,0.00098,0,0,0,0.69302,0,0,0,0,0,0
"IBD_367",4.56986,3.64635,0.00906,0.24453,0,0,0.50716,0,0.00846,0,0.03319,0,0.07245,0,0,0,0,0,0
"IBD_368",4.72017,2.52569,0,0.08408,0,0,0.44214,0,0,0,0,0,0.04768,0,0,0,0,0,0
"IBD_369",3.18328,4.53483,0,0.06797,0,0,0.41692,0,0.00832,0,0,0,0.0203,0,0,0,0,0,0
"IBD_370",1.17017,6.61368,0,0.25229,0.25072,0,0.09582,0,0.05945,0,0.63837,0,0,0,0.08399,0,0,0,0
"IBD_371",0.5846,20.17785,0.00932,0.06589,0.14017,0,0.3077,0,0.09776,0,0.58678,0.00521,0,0,0,0,0,0,0
"IBD_372",1.91739,3.8705,0.00369,0.02179,0.08221,0,0.135,0,0.05599,0,0.88364,0.0379,0,0,0.00769,0,0,0,0
"IBD_373",0,9.00796,0,0,0.28718,0.02502,0.04427,0.2801,0.11091,0,0,0.00295,0,0,0.0029,0,0,0,0
"IBD_374",0,16.83194,0,0,0.71771,0.00713,0.62538,0.5922,0.16047,0,0,0.0024,0,0,0.06019,0,0,0,0
"IBD_375",0,25.85428,0,0,1.02414,0,0.06785,2.07434,0.11316,0,0,0.01118,0,0,1.16967,0,0,0,0
"IBD_376",2.50734,1.31845,0.03831,0.19452,0.09972,0.11049,0.17603,0.2825,0.03624,0,16.42818,0.08778,0.00682,0,0,0,0,0,0
"IBD_377",1.95102,3.57157,0,0.76429,0.22463,0.04058,0.15078,0.13144,0.08511,0,12.56051,0,0,0,0,0,0,0,0
"IBD_378",1.1074,1.6151,0,0.23503,0.96858,0,0.00264,0.10311,0,0,10.8619,0,0.13907,0,0,0,0,0,0
"IBD_379",3.79923,4.91729,0,0.0996,0,0,0.6654,0,0,0,0,0,0.06878,0,0,0,0.00096,0,0
"IBD_380",1.9921,8.43232,0,0.36957,0,0,0.32428,0,0,0,0,0,0.08689,0,0,0,0,0,0
"IBD_381",0,42.09499,0,0,0.55,0,0.21053,2.86137,0.30755,0,0,0,0,0,1.26631,0,0,0,0
"IBD_382",0,15.95974,0,0,0.73708,0.00596,0.26355,1.27002,0.50371,0,0,0,0,0,0.80659,0,0,0,0
"IBD_383",0,21.64668,0,0,0.41078,0,0.31317,5.35045,0.18563,0,0,0,0,0,3.86719,0,0,0,0.12415
"IBD_384",0,17.00618,0,0,0.29471,0.08459,0.06372,1.53258,0.11865,0,0,0.08848,0,0,0.38174,0,0,0,0
"IBD_385",4.53765,1.90996,0,0.11913,0,0,0.0319,0,0,0,0,0,0.00066,0,0,0,0,0,0
"IBD_386",7.37838,3.31186,0.04595,0.195,0,0,0,0,0.00225,0,0.00662,0,0.05357,0,0,0,0,0,0
"IBD_387",0,3.8185,0.13499,0,0,0,0.82082,0,0,0,0,0,0,0,0,0.31665,0,0,0
"IBD_388",0.0111,0.39322,7.64723,0,0,0,0.09981,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_389",0,2.32967,1.89019,0,0,0.17249,0.13752,0,0,0,0,0,0,0,0.02201,0,0,0,0
"IBD_390",0,0.37046,1.50545,0,0,0,0.00807,0,0,0,0,0,0,0,0,0,0,0,0
"IBD_391",0,0.12672,15.84776,0,0,0.00811,0.06389,0,0,0,0,0,0,0,0.21433,0.01861,0,0,0
"IBD_392",0.017,0.31493,0.31277,0.00182,0,0.02988,0.02941,0,0,0,0.025,0,0,0,0,0.00758,0,0,0
"IBD_393",0,8.84531,0,0.37164,0.10577,0,0.33163,0.06092,0.09299,0,0,0,0.01746,0,0,0,0,0.01043,0
"IBD_394",1.06167,52.08884,1.94459,0.76307,0.60476,0,0.08859,0.22435,0.06351,0,0.38843,0,0.01917,0,0,0,0,0,0
"IBD_395",0,15.2679,0,1.54958,0.30002,0,0,0.08009,0.07389,0,4.96246,0,0.00325,0,0,0,0,0,0
"IBD_396",8.22842,10.14821,18.29292,0,0.02001,0.0199,0.11477,0.02463,0,0,0.55228,0,0,0,0,0,0,0,0
"IBD_397",3.64134,8.21587,0,0,0.04897,0,0.08622,0.02881,0,0,0,0.03311,0,0,0.01986,0.02125,0,0,0
"IBD_398",1.70394,8.9023,0,0.30738,0.36552,0,1.33902,0.45216,0,0,0.04424,0.04754,0,0,0.19669,0.03289,0,0,0
"IBD_399",1.8131,6.55678,0,0,0.13129,0,0.35684,0.098,0,0,0,0.01455,0,0,0.07424,0.0685,0,0,0
